Age,State,Insurance Type,Annual Premium (AUD),Claim Amount (AUD),Claim Status,Policy Start Date,Policy End Date,Product Tier,Payment Frequency,Risk Score
39,SA,Car,1226.68,2504.94,Rejected,26-05-2023,25-05-2024,Standard,Monthly,0.44
32,NT,Home,3420.38,2058.78,Approved,01-12-2023,30-11-2024,Premium,Annually,0.34
28,WA,Home,3630.12,2285.73,Rejected,06-12-2024,06-12-2025,Standard,Monthly,0.13
40,SA,Travel,646.5,1420.06,Approved,12-11-2024,12-11-2025,Premium,Quarterly,0.51
48,NT,Health,3892.88,8492.82,Approved,21-04-2024,21-04-2025,Premium,Annually,0.44
24,VIC,Car,3821.63,1033.69,Rejected,28-05-2023,27-05-2024,Basic,Monthly,0.25
54,ACT,Health,2810.31,8070.29,Approved,07-10-2024,07-10-2025,Premium,Annually,0.71
50,VIC,Health,2835.35,2277.81,Approved,05-01-2024,04-01-2025,Premium,Annually,0.34
73,SA,Health,2510.4,7705.92,Approved,16-02-2024,15-02-2025,Gold,Quarterly,0.92
31,VIC,Health,3037.71,1412.28,Rejected,15-03-2024,15-03-2025,Standard,Monthly,0.46
51,VIC,Life,3782.52,11213.35,Approved,21-09-2023,20-09-2024,Gold,Annually,0.78
68,NT,Car,3799.68,8678.73,Pending,12-05-2023,11-05-2024,Gold,Annually,0.51
62,QLD,Home,5873.09,9727.79,Rejected,23-05-2023,22-05-2024,Gold,Annually,0.6
26,VIC,Travel,449.26,134.78,Approved,25-04-2024,25-04-2025,Basic,Monthly,0.13
53,NSW,Car,2971.61,3054.13,Pending,20-06-2023,19-06-2024,Gold,Annually,0.54
28,WA,Car,976.27,488.05,Rejected,04-08-2023,03-08-2024,Standard,Monthly,0.24
39,WA,Life,2160.55,1555.25,Rejected,14-01-2024,13-01-2025,Standard,Monthly,0.37
70,VIC,Health,3403.03,8881.42,Approved,28-08-2023,27-08-2024,Gold,Annually,0.54
53,SA,Car,4939.81,5422.27,Approved,15-10-2023,14-10-2024,Premium,Annually,0.75
39,SA,Travel,1040.22,1534.47,Approved,19-11-2023,18-11-2024,Basic,Monthly,0.38
30,WA,Travel,666.62,654.71,Approved,01-09-2023,31-08-2024,Basic,Monthly,0.2
29,SA,Travel,1039.13,1107.38,Approved,20-02-2023,20-02-2024,Basic,Monthly,0.29
43,QLD,Travel,1790.28,1566.11,Approved,10-10-2023,09-10-2024,Premium,Annually,0.42
30,QLD,Car,1100.27,773.59,Approved,03-03-2023,02-03-2024,Basic,Quarterly,0.24
24,NSW,Health,3038.9,2906.64,Approved,28-06-2023,27-06-2024,Standard,Monthly,0.2
39,SA,Home,2141.77,1963.69,Pending,11-06-2023,10-06-2024,Standard,Monthly,0.41
30,WA,Home,2948.61,2490.2,Pending,03-04-2023,02-04-2024,Standard,Monthly,0.23
75,SA,Health,4328.53,5821.4,Approved,14-09-2024,14-09-2025,Gold,Annually,0.73
35,NT,Home,1654.76,3879.57,Approved,07-08-2023,06-08-2024,Basic,Monthly,0.52
69,QLD,Life,1599.64,2260.24,Approved,08-03-2023,07-03-2024,Gold,Annually,0.51
27,ACT,Car,3266.41,1872.82,Approved,29-11-2024,29-11-2025,Standard,Monthly,0.23
32,VIC,Home,4966.31,9890.4,Approved,25-12-2023,24-12-2024,Premium,Annually,0.51
44,WA,Health,3492.57,3121.36,Approved,11-03-2023,10-03-2024,Premium,Quarterly,0.44
28,NT,Life,2037.02,1616.49,Approved,26-11-2024,26-11-2025,Basic,Monthly,0.16
28,TAS,Home,4098.24,1243.56,Approved,10-01-2024,09-01-2025,Standard,Monthly,0.14
27,ACT,Life,4404.11,3347.3,Rejected,12-09-2024,12-09-2025,Standard,Monthly,0.17
39,WA,Home,911.05,1877.15,Approved,24-01-2023,24-01-2024,Standard,Monthly,0.42
22,WA,Travel,1432.37,888.4,Rejected,09-11-2024,09-11-2025,Basic,Quarterly,0.26
77,WA,Health,2655.33,9743.23,Approved,24-06-2024,24-06-2025,Gold,Quarterly,0.83
33,TAS,Car,1643.71,2519.21,Approved,12-12-2024,12-12-2025,Basic,Quarterly,0.43
33,NT,Travel,1612.58,869.69,Pending,15-08-2024,15-08-2025,Standard,Quarterly,0.52
24,SA,Travel,1396.79,1368.4,Approved,11-07-2023,10-07-2024,Basic,Monthly,0.22
29,VIC,Home,1647.15,1539.85,Rejected,30-05-2023,29-05-2024,Basic,Monthly,0.23
46,ACT,Health,1497.29,1648.96,Approved,09-03-2024,09-03-2025,Premium,Annually,0.36
56,SA,Life,2929.88,7097.73,Approved,25-01-2024,24-01-2025,Premium,Annually,0.57
46,NSW,Home,1281.89,1340.93,Approved,09-05-2024,09-05-2025,Premium,Quarterly,0.31
68,QLD,Health,2020.55,6673.66,Approved,01-10-2023,30-09-2024,Gold,Annually,0.73
52,NSW,Home,3263.48,10361.97,Rejected,29-11-2024,29-11-2025,Premium,Annually,0.76
41,TAS,Life,6313.55,7920.01,Approved,29-11-2024,29-11-2025,Premium,Annually,0.35
28,NSW,Life,2038.26,1031.2,Approved,25-10-2024,25-10-2025,Standard,Monthly,0.24
45,TAS,Car,3556.97,4858.96,Approved,01-09-2024,01-09-2025,Premium,Annually,0.47
24,SA,Life,2093.29,1835.4,Approved,03-02-2023,03-02-2024,Standard,Quarterly,0.19
65,SA,Home,1921.14,4693.61,Approved,09-11-2023,08-11-2024,Gold,Quarterly,0.74
23,VIC,Health,4286.69,1538.97,Approved,27-10-2023,26-10-2024,Basic,Monthly,0.11
43,SA,Car,1610.08,2573.02,Approved,31-01-2023,31-01-2024,Premium,Annually,0.39
36,QLD,Travel,1614.12,1204.99,Approved,31-07-2024,31-07-2025,Basic,Monthly,0.38
24,NT,Car,3001.37,2054.97,Rejected,23-09-2023,22-09-2024,Basic,Monthly,0.27
28,QLD,Life,2136.08,936.45,Rejected,02-01-2023,02-01-2024,Basic,Monthly,0.1
25,ACT,Home,2802.69,3734.56,Approved,27-01-2023,27-01-2024,Standard,Quarterly,0.3
29,NT,Health,2066.35,473.16,Approved,25-12-2023,24-12-2024,Standard,Monthly,0.2
43,TAS,Life,3118.71,6832.25,Approved,08-09-2024,08-09-2025,Premium,Annually,0.46
47,VIC,Car,3444.06,3403.13,Rejected,29-03-2024,29-03-2025,Premium,Quarterly,0.45
74,WA,Life,3025.78,5718.43,Rejected,08-05-2023,07-05-2024,Gold,Annually,0.85
27,NT,Health,2471.18,1742.38,Approved,28-11-2023,27-11-2024,Standard,Quarterly,0.2
34,WA,Car,1592.66,2306.1,Approved,13-03-2024,13-03-2025,Basic,Monthly,0.5
50,ACT,Car,882.4,1390.55,Rejected,11-02-2024,10-02-2025,Gold,Annually,0.51
54,ACT,Life,1767.17,3467.15,Approved,26-11-2023,25-11-2024,Premium,Annually,0.65
22,TAS,Home,1128.89,532.13,Approved,05-12-2024,05-12-2025,Basic,Monthly,0.14
47,NT,Travel,811.52,870.15,Approved,14-09-2023,13-09-2024,Premium,Quarterly,0.33
39,NSW,Home,3210.54,5776.19,Rejected,26-02-2023,26-02-2024,Basic,Quarterly,0.39
55,TAS,Life,1312.95,1893.34,Approved,17-11-2023,16-11-2024,Premium,Quarterly,0.76
39,NT,Life,2782.92,1781.15,Approved,15-06-2023,14-06-2024,Premium,Quarterly,0.45
39,WA,Home,2952.69,3447.94,Approved,22-11-2024,22-11-2025,Premium,Annually,0.44
50,SA,Travel,1377.68,860.07,Approved,03-01-2024,02-01-2025,Gold,Annually,0.32
34,WA,Car,660.09,1710.14,Approved,24-08-2024,24-08-2025,Standard,Monthly,0.58
26,TAS,Life,1603.24,836.45,Approved,29-01-2023,29-01-2024,Standard,Quarterly,0.13
51,ACT,Home,2118.58,7682.87,Approved,03-06-2023,02-06-2024,Premium,Annually,0.75
55,ACT,Health,1632.32,3481.26,Approved,28-06-2024,28-06-2025,Premium,Quarterly,0.8
29,NT,Life,1890.61,599.41,Pending,09-09-2023,08-09-2024,Basic,Monthly,0.11
50,ACT,Car,1162.68,2069.85,Rejected,01-07-2024,01-07-2025,Gold,Annually,0.52
34,ACT,Travel,1841.0,2703.91,Approved,17-07-2023,16-07-2024,Basic,Quarterly,0.42
31,WA,Life,4273.75,2394.89,Approved,17-08-2024,17-08-2025,Standard,Quarterly,0.36
66,QLD,Life,2947.77,4341.19,Rejected,24-12-2023,23-12-2024,Gold,Annually,0.56
32,TAS,Health,5416.44,5004.71,Rejected,09-02-2023,09-02-2024,Standard,Quarterly,0.33
27,WA,Life,2198.92,465.21,Approved,17-12-2023,16-12-2024,Basic,Quarterly,0.1
34,SA,Car,1187.55,3077.0,Approved,21-11-2024,21-11-2025,Premium,Quarterly,0.54
67,NT,Health,1526.34,2370.84,Rejected,16-03-2023,15-03-2024,Gold,Quarterly,0.51
75,WA,Travel,1386.6,4611.79,Pending,28-11-2024,28-11-2025,Gold,Annually,0.76
56,SA,Travel,1754.75,1347.11,Rejected,06-07-2024,06-07-2025,Premium,Annually,0.64
78,SA,Health,5204.27,16702.5,Approved,12-04-2023,11-04-2024,Gold,Annually,0.87
52,QLD,Car,5042.77,7893.81,Approved,09-09-2024,09-09-2025,Gold,Quarterly,0.63
26,SA,Car,693.7,294.36,Approved,23-10-2023,22-10-2024,Standard,Monthly,0.26
41,SA,Car,1943.08,736.09,Approved,03-12-2024,03-12-2025,Premium,Annually,0.35
27,WA,Car,697.11,218.02,Rejected,27-12-2023,26-12-2024,Basic,Quarterly,0.2
26,TAS,Travel,1582.19,727.4,Approved,07-06-2024,07-06-2025,Basic,Monthly,0.26
25,NSW,Health,4439.99,3768.25,Rejected,10-09-2023,09-09-2024,Standard,Monthly,0.29
31,WA,Health,1017.63,796.8,Approved,26-05-2024,26-05-2025,Basic,Quarterly,0.56
24,NSW,Car,1650.98,569.88,Approved,26-09-2023,25-09-2024,Standard,Monthly,0.26
31,TAS,Travel,1655.27,3138.78,Approved,23-03-2023,22-03-2024,Standard,Monthly,0.4
53,NSW,Car,3637.71,9503.57,Rejected,25-01-2024,24-01-2025,Gold,Quarterly,0.53
37,NT,Car,4059.64,8314.54,Approved,27-05-2023,26-05-2024,Standard,Monthly,0.56
71,NT,Travel,799.86,1925.36,Pending,25-03-2023,24-03-2024,Gold,Annually,0.86
46,WA,Health,3612.17,3071.77,Rejected,13-07-2023,12-07-2024,Premium,Quarterly,0.32
71,TAS,Health,2749.41,9898.98,Rejected,16-09-2024,16-09-2025,Gold,Annually,0.84
51,ACT,Home,4957.61,10931.69,Approved,14-07-2024,14-07-2025,Gold,Annually,0.54
35,VIC,Health,2162.7,3718.47,Approved,19-12-2024,19-12-2025,Standard,Quarterly,0.36
37,WA,Car,1918.99,3774.17,Approved,28-03-2024,28-03-2025,Standard,Quarterly,0.45
78,WA,Life,3387.77,13550.06,Approved,28-01-2024,27-01-2025,Gold,Quarterly,0.82
20,ACT,Health,2295.15,1806.78,Approved,01-05-2024,01-05-2025,Standard,Monthly,0.27
28,TAS,Home,1958.04,2579.45,Approved,10-10-2023,09-10-2024,Standard,Quarterly,0.29
30,TAS,Travel,1928.17,516.73,Approved,16-03-2023,15-03-2024,Basic,Monthly,0.24
29,NSW,Car,3785.53,4733.18,Approved,23-02-2023,23-02-2024,Basic,Monthly,0.28
23,WA,Car,4288.81,2347.16,Rejected,25-06-2024,25-06-2025,Standard,Monthly,0.11
24,WA,Car,3445.04,2391.39,Approved,10-11-2024,10-11-2025,Basic,Monthly,0.2
25,VIC,Home,3864.27,4333.58,Approved,11-12-2023,10-12-2024,Standard,Monthly,0.25
21,SA,Life,3293.46,785.6,Rejected,30-01-2023,30-01-2024,Standard,Monthly,0.11
28,VIC,Health,4921.69,5681.36,Approved,24-11-2023,23-11-2024,Basic,Monthly,0.3
28,TAS,Life,3733.33,2079.85,Rejected,05-08-2024,05-08-2025,Basic,Quarterly,0.18
21,TAS,Home,1851.41,1663.84,Rejected,13-01-2024,12-01-2025,Standard,Monthly,0.26
23,WA,Travel,1441.06,608.62,Approved,27-04-2024,27-04-2025,Basic,Quarterly,0.17
41,NT,Travel,752.69,1064.03,Approved,23-05-2023,22-05-2024,Premium,Quarterly,0.5
55,VIC,Health,5375.51,12113.26,Approved,16-02-2024,15-02-2025,Premium,Annually,0.51
29,QLD,Travel,545.31,568.44,Approved,21-06-2024,21-06-2025,Basic,Monthly,0.23
51,NT,Car,5768.02,15580.3,Rejected,16-10-2023,15-10-2024,Gold,Annually,0.63
38,TAS,Car,1833.64,2702.36,Approved,04-02-2024,03-02-2025,Basic,Monthly,0.39
29,NSW,Travel,550.16,353.12,Approved,17-02-2023,17-02-2024,Standard,Monthly,0.14
24,QLD,Life,4900.72,2123.39,Approved,19-07-2024,19-07-2025,Basic,Monthly,0.1
29,WA,Travel,1145.66,1207.36,Approved,18-09-2024,18-09-2025,Basic,Monthly,0.26
29,WA,Home,2349.72,2000.45,Rejected,01-04-2024,01-04-2025,Standard,Monthly,0.2
55,WA,Car,4498.86,4156.56,Rejected,11-01-2024,10-01-2025,Premium,Annually,0.7
70,ACT,Travel,2320.26,6345.93,Rejected,02-10-2023,01-10-2024,Gold,Annually,0.64
36,VIC,Home,2329.43,4919.52,Approved,22-03-2024,22-03-2025,Basic,Monthly,0.54
28,SA,Travel,1846.2,1424.4,Rejected,18-01-2023,18-01-2024,Basic,Monthly,0.26
56,WA,Life,1800.84,5259.48,Approved,14-02-2024,13-02-2025,Gold,Annually,0.61
40,VIC,Health,4131.44,6465.61,Approved,04-09-2024,04-09-2025,Premium,Quarterly,0.56
55,SA,Travel,2118.27,4138.35,Rejected,02-08-2023,01-08-2024,Gold,Annually,0.62
30,VIC,Health,1383.84,760.93,Approved,01-09-2024,01-09-2025,Standard,Monthly,0.11
63,ACT,Life,4019.55,3604.92,Approved,09-06-2023,08-06-2024,Gold,Quarterly,0.55
39,TAS,Travel,778.07,722.7,Approved,17-09-2023,16-09-2024,Basic,Monthly,0.38
29,NSW,Health,2006.7,372.94,Approved,30-08-2024,30-08-2025,Standard,Monthly,0.1
53,SA,Life,3959.9,6266.14,Approved,16-01-2024,15-01-2025,Premium,Quarterly,0.54
39,WA,Life,5151.17,13137.34,Approved,19-05-2024,19-05-2025,Standard,Monthly,0.55
57,QLD,Health,6731.13,9993.52,Approved,23-04-2023,22-04-2024,Gold,Quarterly,0.67
36,NSW,Health,3025.53,6188.64,Pending,30-08-2024,30-08-2025,Basic,Monthly,0.43
60,NT,Travel,1209.07,1559.14,Approved,10-08-2023,09-08-2024,Gold,Annually,0.51
37,ACT,Home,1186.03,1430.07,Rejected,20-09-2023,19-09-2024,Standard,Quarterly,0.45
37,NSW,Travel,999.63,1503.89,Approved,19-11-2023,18-11-2024,Standard,Monthly,0.41
35,SA,Home,2750.71,3899.26,Approved,24-07-2023,23-07-2024,Basic,Monthly,0.35
78,WA,Home,4321.65,17525.43,Rejected,19-05-2024,19-05-2025,Gold,Annually,0.93
27,WA,Travel,1125.3,423.86,Approved,15-05-2024,15-05-2025,Standard,Quarterly,0.23
54,NT,Health,3527.17,5548.12,Approved,17-02-2024,16-02-2025,Premium,Quarterly,0.67
23,NT,Travel,1325.18,1129.15,Approved,25-04-2024,25-04-2025,Standard,Monthly,0.29
35,VIC,Health,4937.26,7033.63,Approved,13-10-2024,13-10-2025,Standard,Monthly,0.58
25,SA,Health,4408.65,1583.28,Approved,17-02-2023,17-02-2024,Standard,Monthly,0.17
37,QLD,Car,2985.5,3010.77,Approved,01-11-2024,01-11-2025,Premium,Quarterly,0.45
71,QLD,Home,5531.67,5231.3,Approved,07-12-2023,06-12-2024,Gold,Annually,0.88
22,ACT,Health,3748.58,571.91,Rejected,12-02-2024,11-02-2025,Basic,Monthly,0.14
45,QLD,Home,3972.58,5101.14,Approved,18-02-2023,18-02-2024,Premium,Annually,0.32
41,TAS,Car,1524.35,3113.76,Approved,21-11-2024,21-11-2025,Premium,Quarterly,0.51
29,VIC,Home,1279.92,352.57,Approved,07-08-2023,06-08-2024,Standard,Quarterly,0.11
64,WA,Life,2406.45,4305.71,Rejected,11-01-2023,11-01-2024,Gold,Annually,0.61
38,VIC,Travel,780.99,855.96,Approved,30-04-2024,30-04-2025,Basic,Monthly,0.35
22,TAS,Life,2291.8,1579.19,Approved,25-02-2023,25-02-2024,Standard,Monthly,0.25
36,SA,Life,2321.57,3818.66,Approved,12-12-2024,12-12-2025,Basic,Monthly,0.49
37,TAS,Travel,1406.52,688.5,Pending,12-04-2024,12-04-2025,Basic,Monthly,0.43
77,NSW,Home,4245.39,14737.51,Approved,02-04-2024,02-04-2025,Gold,Quarterly,0.84
31,VIC,Health,5382.44,2697.85,Rejected,26-11-2023,25-11-2024,Standard,Monthly,0.34
76,NSW,Health,2909.84,10214.55,Approved,20-03-2024,20-03-2025,Gold,Quarterly,0.83
72,WA,Travel,2584.11,2207.55,Rejected,12-03-2024,12-03-2025,Gold,Annually,0.73
34,ACT,Home,792.57,1002.98,Approved,20-06-2023,19-06-2024,Basic,Monthly,0.52
43,TAS,Life,3289.09,5025.32,Approved,17-11-2023,16-11-2024,Premium,Annually,0.43
39,ACT,Car,1174.03,1971.64,Rejected,20-08-2024,20-08-2025,Premium,Annually,0.44
69,SA,Home,5601.08,5959.54,Pending,10-09-2023,09-09-2024,Gold,Annually,0.78
25,TAS,Travel,747.92,336.46,Approved,30-09-2024,30-09-2025,Basic,Quarterly,0.25
56,TAS,Car,3958.47,9717.8,Approved,28-07-2023,27-07-2024,Premium,Annually,0.56
20,NT,Health,1845.16,1456.8,Approved,11-12-2024,11-12-2025,Basic,Monthly,0.17
31,ACT,Travel,1638.83,1915.05,Approved,18-01-2024,17-01-2025,Premium,Quarterly,0.31
23,TAS,Health,5268.0,3412.33,Rejected,11-06-2023,10-06-2024,Standard,Quarterly,0.17
31,ACT,Car,3793.32,2401.75,Approved,27-02-2024,26-02-2025,Standard,Monthly,0.5
27,SA,Car,4339.81,1572.83,Approved,20-05-2024,20-05-2025,Standard,Monthly,0.13
53,NSW,Travel,1793.49,2784.25,Approved,24-07-2023,23-07-2024,Premium,Annually,0.52
22,ACT,Car,2081.93,1325.28,Rejected,07-07-2024,07-07-2025,Basic,Monthly,0.15
76,ACT,Travel,2174.84,8930.96,Rejected,04-01-2024,03-01-2025,Gold,Quarterly,0.83
20,WA,Car,3102.84,2036.97,Approved,07-09-2023,06-09-2024,Basic,Quarterly,0.28
23,ACT,Travel,1661.78,1785.83,Approved,08-02-2023,08-02-2024,Standard,Quarterly,0.24
38,ACT,Health,1581.31,2724.58,Approved,19-08-2024,19-08-2025,Basic,Monthly,0.57
36,QLD,Travel,747.86,903.13,Approved,04-02-2023,04-02-2024,Basic,Monthly,0.56
36,NT,Travel,1947.83,3785.68,Rejected,23-02-2023,23-02-2024,Standard,Monthly,0.4
24,ACT,Home,2645.51,3014.05,Approved,12-12-2024,12-12-2025,Basic,Quarterly,0.24
55,WA,Home,1868.91,3134.66,Approved,28-02-2023,28-02-2024,Gold,Quarterly,0.57
32,ACT,Health,2428.45,4220.21,Approved,07-08-2024,07-08-2025,Standard,Monthly,0.49
31,NSW,Car,2572.8,4002.31,Pending,18-05-2023,17-05-2024,Standard,Monthly,0.56
48,VIC,Car,4498.75,4166.73,Approved,13-09-2024,13-09-2025,Premium,Annually,0.35
37,ACT,Home,1093.62,664.07,Approved,05-10-2023,04-10-2024,Premium,Quarterly,0.35
20,ACT,Home,2442.33,1138.88,Approved,06-05-2023,05-05-2024,Standard,Monthly,0.22
25,WA,Travel,418.69,243.18,Rejected,05-06-2024,05-06-2025,Basic,Monthly,0.18
38,SA,Car,2286.56,2665.27,Approved,26-11-2024,26-11-2025,Standard,Monthly,0.52
31,NT,Health,1007.35,1713.82,Approved,16-02-2023,16-02-2024,Basic,Monthly,0.42
31,ACT,Travel,488.56,711.8,Rejected,09-11-2024,09-11-2025,Standard,Quarterly,0.37
32,TAS,Home,769.39,1218.5,Approved,08-11-2024,08-11-2025,Basic,Monthly,0.43
58,VIC,Home,3304.48,9567.22,Approved,20-06-2024,20-06-2025,Premium,Annually,0.69
21,QLD,Health,1937.5,606.34,Approved,19-08-2023,18-08-2024,Standard,Monthly,0.22
26,NT,Health,1731.68,1572.06,Approved,18-10-2023,17-10-2024,Basic,Monthly,0.25
65,TAS,Home,1792.29,3481.03,Approved,04-11-2024,04-11-2025,Gold,Annually,0.57
33,NSW,Life,1427.56,858.57,Rejected,07-09-2023,06-09-2024,Premium,Annually,0.39
78,TAS,Life,3316.74,14138.24,Approved,15-05-2024,15-05-2025,Gold,Annually,0.91
55,SA,Life,4526.61,11685.75,Approved,09-12-2023,08-12-2024,Gold,Annually,0.6
47,NT,Car,3719.35,3810.98,Approved,28-06-2023,27-06-2024,Premium,Annually,0.58
35,SA,Home,3025.89,3420.94,Approved,27-03-2023,26-03-2024,Premium,Quarterly,0.37
47,NSW,Travel,2266.55,2752.07,Pending,28-10-2024,28-10-2025,Premium,Annually,0.31
23,SA,Travel,468.22,401.75,Approved,30-03-2024,30-03-2025,Basic,Monthly,0.23
32,ACT,Travel,1964.28,3476.0,Approved,01-10-2023,30-09-2024,Standard,Quarterly,0.51
51,NT,Car,2707.5,3600.28,Approved,30-07-2024,30-07-2025,Premium,Annually,0.51
36,NSW,Travel,2110.95,1376.36,Pending,09-09-2024,09-09-2025,Standard,Monthly,0.58
58,WA,Car,2125.14,2878.27,Approved,10-11-2024,10-11-2025,Gold,Annually,0.55
47,WA,Life,1760.17,2106.39,Approved,06-09-2023,05-09-2024,Premium,Quarterly,0.41
20,QLD,Health,3150.42,1215.42,Rejected,08-09-2023,07-09-2024,Basic,Monthly,0.13
24,ACT,Travel,311.72,311.1,Approved,08-06-2023,07-06-2024,Basic,Monthly,0.26
24,VIC,Health,4391.16,2739.05,Rejected,24-01-2024,23-01-2025,Basic,Quarterly,0.14
69,QLD,Health,2211.42,5515.57,Rejected,03-10-2023,02-10-2024,Gold,Annually,0.6
22,NT,Home,2259.47,918.24,Approved,22-03-2024,22-03-2025,Basic,Monthly,0.14
22,SA,Health,3865.51,1342.33,Approved,22-03-2024,22-03-2025,Standard,Monthly,0.16
78,SA,Car,3801.35,6002.0,Pending,24-10-2023,23-10-2024,Gold,Quarterly,0.71
25,QLD,Health,4077.04,1273.16,Approved,26-06-2024,26-06-2025,Standard,Monthly,0.12
25,TAS,Health,2861.54,1539.87,Approved,19-12-2024,19-12-2025,Basic,Quarterly,0.17
33,SA,Travel,1604.68,2733.75,Approved,08-06-2023,07-06-2024,Standard,Monthly,0.53
51,VIC,Life,6105.8,13599.94,Approved,03-11-2024,03-11-2025,Gold,Annually,0.71
37,SA,Life,2444.85,2665.44,Approved,16-01-2023,16-01-2024,Standard,Monthly,0.31
72,VIC,Travel,1349.6,2831.89,Approved,16-06-2023,15-06-2024,Gold,Annually,0.86
33,NT,Travel,1466.49,2005.86,Approved,18-05-2023,17-05-2024,Basic,Monthly,0.46
77,TAS,Travel,2815.02,7804.65,Approved,05-06-2024,05-06-2025,Gold,Annually,0.88
31,VIC,Car,2848.83,1124.5,Approved,28-07-2023,27-07-2024,Basic,Quarterly,0.37
35,TAS,Travel,1890.12,2915.66,Approved,15-06-2024,15-06-2025,Standard,Quarterly,0.54
59,WA,Home,3530.88,4722.63,Approved,19-07-2024,19-07-2025,Premium,Annually,0.72
36,NSW,Car,1972.23,1247.95,Approved,22-09-2024,22-09-2025,Standard,Monthly,0.57
61,WA,Home,989.75,689.55,Approved,24-02-2024,23-02-2025,Gold,Quarterly,0.66
49,QLD,Car,915.58,406.46,Approved,06-06-2023,05-06-2024,Premium,Annually,0.35
65,SA,Travel,617.28,1434.28,Approved,25-03-2024,25-03-2025,Gold,Annually,0.51
73,NSW,Life,2623.17,9672.17,Approved,12-10-2024,12-10-2025,Gold,Annually,0.86
77,NSW,Car,2450.45,9644.0,Rejected,01-02-2024,31-01-2025,Gold,Annually,0.81
50,NT,Health,2678.99,2126.45,Approved,26-12-2023,25-12-2024,Premium,Annually,0.34
70,VIC,Car,4589.14,4894.95,Approved,03-03-2024,03-03-2025,Gold,Quarterly,0.69
32,ACT,Health,1359.45,2881.63,Pending,08-03-2024,08-03-2025,Basic,Quarterly,0.47
46,NSW,Health,3755.36,5642.67,Approved,18-07-2024,18-07-2025,Premium,Annually,0.55
54,NT,Home,5416.47,9500.32,Pending,02-02-2024,01-02-2025,Gold,Annually,0.6
24,NSW,Health,3019.07,2081.62,Approved,30-01-2023,30-01-2024,Standard,Monthly,0.15
24,NT,Life,3154.64,3157.71,Approved,15-02-2023,15-02-2024,Basic,Monthly,0.29
71,TAS,Life,3173.45,7095.31,Approved,08-11-2024,08-11-2025,Gold,Quarterly,0.77
55,NSW,Health,3560.41,6458.78,Approved,26-04-2024,26-04-2025,Premium,Annually,0.52
30,ACT,Home,672.41,519.81,Approved,23-12-2024,23-12-2025,Basic,Monthly,0.26
76,VIC,Life,5632.38,7198.5,Approved,27-06-2023,26-06-2024,Gold,Annually,0.8
40,SA,Car,1508.18,1067.17,Approved,10-03-2023,09-03-2024,Premium,Annually,0.35
53,WA,Life,2294.29,2083.77,Pending,07-07-2024,07-07-2025,Premium,Annually,0.57
26,ACT,Life,5395.07,4983.24,Pending,05-05-2024,05-05-2025,Standard,Monthly,0.25
33,ACT,Health,3262.03,4562.59,Approved,10-06-2024,10-06-2025,Premium,Annually,0.55
37,TAS,Life,4733.82,3881.74,Rejected,30-12-2023,29-12-2024,Standard,Quarterly,0.4
47,NSW,Health,6487.53,9754.14,Approved,09-09-2023,08-09-2024,Premium,Annually,0.43
31,SA,Home,2768.87,3488.24,Approved,10-12-2023,09-12-2024,Standard,Monthly,0.38
37,QLD,Car,1195.75,480.77,Rejected,20-03-2023,19-03-2024,Premium,Quarterly,0.31
36,SA,Car,2396.67,1298.4,Rejected,02-03-2023,01-03-2024,Premium,Annually,0.31
51,NT,Life,6049.78,6937.82,Rejected,06-11-2023,05-11-2024,Premium,Quarterly,0.54
72,WA,Home,2383.43,11063.47,Approved,09-03-2023,08-03-2024,Gold,Annually,0.94
68,TAS,Life,5718.93,13763.94,Approved,04-12-2023,03-12-2024,Gold,Annually,0.75
23,VIC,Car,1099.68,1023.76,Approved,31-01-2024,30-01-2025,Standard,Monthly,0.2
34,SA,Travel,1235.01,2906.13,Rejected,22-06-2024,22-06-2025,Standard,Monthly,0.5
57,VIC,Car,4050.7,4120.99,Approved,18-05-2024,18-05-2025,Premium,Quarterly,0.62
78,WA,Car,4436.25,9884.83,Approved,18-02-2024,17-02-2025,Gold,Quarterly,0.92
43,VIC,Life,1692.82,2348.95,Approved,01-07-2023,30-06-2024,Premium,Annually,0.31
37,NSW,Health,6472.49,5892.74,Approved,13-09-2024,13-09-2025,Premium,Quarterly,0.41
37,VIC,Life,1769.61,630.33,Pending,04-06-2023,03-06-2024,Premium,Annually,0.35
54,ACT,Home,4129.22,8880.25,Pending,03-03-2024,03-03-2025,Gold,Annually,0.78
48,QLD,Travel,2402.69,1076.38,Approved,09-12-2024,09-12-2025,Premium,Annually,0.3
59,SA,Health,2285.4,5529.92,Approved,25-08-2023,24-08-2024,Premium,Annually,0.55
45,TAS,Life,6330.66,10412.26,Approved,19-05-2023,18-05-2024,Premium,Annually,0.38
73,QLD,Travel,840.87,2596.7,Approved,31-12-2023,30-12-2024,Gold,Quarterly,0.85
33,ACT,Health,4103.47,3195.42,Approved,28-09-2023,27-09-2024,Standard,Monthly,0.49
35,QLD,Life,2814.59,4709.2,Approved,10-06-2023,09-06-2024,Basic,Monthly,0.38
56,TAS,Life,2283.49,3957.32,Approved,29-08-2024,29-08-2025,Gold,Quarterly,0.51
36,WA,Home,1737.48,3019.99,Approved,31-05-2023,30-05-2024,Premium,Annually,0.37
37,TAS,Travel,375.97,563.07,Approved,09-06-2024,09-06-2025,Standard,Monthly,0.32
